publish_date,title,media_name
2011-06-17,"Michelle Obama: Mandela looked strong, good, happy",reuters.com
2011-06-22,"Michelle Obama: Meeting Mandela ""surreal""",cbsnews.com
2011-06-22,"In South Africa, Obama Family Meets Nelson Mandela",newsmax.com
2011-06-22,Michelle Obama to Mandela meeting: 'Very surreal',miamiherald.com
2011-06-22,Michelle Obama to Mandela meeting: 'Very surreal',ajc.com
2011-06-22,Michelle Obama meets with Nelson Mandela on trip to South Africa,cleveland.com
2011-06-22,Michelle & Mandela,nypost.com
2011-06-22,Obama girls meet Nelson Mandela,postandcourier.com
2011-06-21,"Michelle Obama begins six-day tour of South Africa, meets with Nelson Mandela",nydailynews.com
2011-06-21,South Africa: A Visit to Mandela,nytimes.com
2011-06-21,"In South Africa, Obama family meets Nelson Mandela",ajc.com
2011-06-23,Michelle Obama tours Cape Town museum after trip to Mandela’s island prison cell canceled,washingtonpost.com
2011-06-23,Michelle Obama tours Cape Town museum after trip to Mandela's island prison cell canceled,chicagotribune.com
2011-06-23,Michelle Obama cancels trip to island where Mandela was imprisoned,washingtonpost.com
2011-06-23,Michelle Obama cancels trip to island where Mandela was imprisoned,washingtonpost.com
2011-06-23,Michelle Obama's trip to Mandela cell canceled,azcentral.com
2011-06-27,Editors of a new book want to ensure world gets Nelson Mandela’s words right,washingtonpost.com
2011-06-27,Book of Nelson Mandela quotations released,sacbee.com
2011-06-27,Editors of a new book want to ensure world gets Nelson Mandela’s words right,washingtonpost.com
2011-06-27,Book of Nelson Mandela quotations released,stltoday.com
2011-06-27,Book of Nelson Mandela quotations released,miamiherald.com
2011-07-04,It’s a bird! It’s a plane! It’s ... Nelson Mandela! South African Airways unveils Mandela logo,washingtonpost.com
2011-07-04,It’s a bird! It’s a plane! It’s ... Nelson Mandela! South African Airways unveils Mandela logo,washingtonpost.com
2011-07-17,Obama honors Mandela on eve of 93rd birthday,miamiherald.com
2011-07-18,Nelson Mandela celebrates 93rd birthday in SAfrica,ajc.com
2011-07-19,Nelson Mandela's 93rd birthday inspires South Africa,latimes.com
2011-07-18,Nelson Mandela celebrates 93rd birthday in SAfrica,kansascity.com
2011-07-18,"Nelson Mandela marks 93rd birthday, greetings sent from South Africa and around the world",washingtonpost.com
2011-07-18,Nelson Mandela Celebrates 93rd Birthday in South Africa,foxnews.com
2011-07-19,Nelson Mandela's 93rd birthday inspires South Africa,latimes.com
2011-07-19,Nelson Mandela's 93rd birthday inspires South Africa,chicagotribune.com
2011-07-18,Mandela day,startribune.com
2011-07-18,Mandela Day,cnn.com
2011-07-18,Mandela Day,cnn.com
2011-07-18,Mandela Day,cnn.com
2011-07-18,Mandela Day,cnn.com
2011-07-18,Nelson Mandela turns 93,cbsnews.com
2011-07-18,Nelson Mandela's Aim: Inspire Mirth With Words,npr.org
2011-07-18,"Nelson Mandela celebrates his 93rd birthday, asks people to perform 67 minutes of community service",nydailynews.com
2011-07-18,"As Nelson Mandela Turns 93, a Discussion with Anti-Apartheid Freedom Fighter Ronnie Kasrils",alternet.org
2011-08-05,SAfrica to open new museum honoring Nelson Mandela,miamiherald.com
2011-08-05,SAfrica to open new museum honoring Nelson Mandela,ajc.com
2011-08-05,South Africa to open new Nelson Mandela museum on site where he was captured 49 years ago,chicagotribune.com
2011-08-12,New opera about life of former South African President Nelson Mandela opens in Johannesburg,washingtonpost.com
2011-08-12,Nelson Mandela opera comes to Johannesburg,kansascity.com
2011-08-12,Nelson Mandela opera comes to Johannesburg,stltoday.com
2011-08-12,New opera about life of former South African President Nelson Mandela opens in Johannesburg,washingtonpost.com
2011-08-12,Nelson Mandela opera comes to Johannesburg,miamiherald.com
2011-08-12,New opera about life of former South African President Nelson Mandela opens in Johannesburg,startribune.com
2011-08-12,Nelson Mandela opera comes to Johannesburg,sacbee.com
2011-08-12,New opera about life of former South African President Nelson Mandela opens in Johannesburg,startribune.com
2011-08-13,Mandela's tale told in a way it hasn't been told before: Opera,mercurynews.com
2011-08-13,Mandela's tale told in a way it hasn't been told before: Opera,mercurynews.com
2011-08-13,Mandela's tale told in a way it hasn't been told before: Opera,mercurynews.com
2011-09-29,"Franzen's 'Freedom', Country 'Chrome', Mandela Speaks, Siberian Adventure",npr.org
2011-09-29,Nelson Mandela's granddaughters to be featured on TV reality show,cnn.com
2011-09-29,Nelson Mandela's granddaughters to be featured on TV reality show,cnn.com
2011-11-23,South Africans prepare for life after Mandela,pri.org
2011-12-10,The Real Legacy of Nelson Mandela,wsj.com
2011-12-19,Vaclav Havel: Eastern Europe’s Nelson Mandela,dallasnews.com
2010-06-17,South Africa: Mandela discharged from hospital,usatoday.com
2011-06-21,Michelle Obama meets with Nelson Mandela,cbsnews.com
2010-07-11,Nelson Mandela attends World Cup closing ceremony,theguardian.com
2011-06-21,First lady Michelle Obama visits ex-president Nelson Mandela in South Africa,washingtonpost.com
2010-09-30,Nelson Mandela and Soviet Union,cnn.com
2011-04-16,Winnie Mandela: South Africa's divisive diva,theguardian.com
2010-03-12,Nelson Mandela's ex-wife Winnie denies giving critical interview,theguardian.com
2010-11-28,Nelson Mandela and Margaret Thatcher: the meeting that never was,theguardian.com
2010-01-30,Why FW de Klerk let Nelson Mandela out of prison,theguardian.com
2010-05-30,Richard Stengel On Mandela: Neither 'Terrorist' Nor Mother Teresa,huffpost.com
2011-07-18,The Top 10 Nelson Mandela Quotes Of All Time,newsone.com
2013-04-27,Nelson Mandela's Grandsons Bring His Words to Big Screen,theroot.com
2013-08-05,Mandela celebrates 90,reuters.com
2013-08-10,Rabbit invasion shuts Mandela museum,reuters.com
2013-08-10,Rabbit invasion shuts Mandela museum,reuters.com
2013-10-25,Mandela joins Zuma at ANC election rally,reuters.com
2013-10-25,Mandela boosts ANC's Zuma in final election rally,reuters.com
2013-09-22,Mandela boosts ANC at final rally,reuters.com
2013-10-27,New York concert to commemorate Mandela Day,reuters.com
2013-09-22,Stars Hail Nelson Mandela on 91st birthday,nydailynews.com
2013-08-31,"Stringer Bell, John Luther, Nelson Mandela -- Idris Elba is on a roll",baltimoresun.com
